ReportedDate,NumProbable,NumConfirmed,NumProbDead,NumConfDead,TotalCases,TotalDead,CumProbable,CumConfirmed,CumProbDead,CumConfDead,TotalCumCases,TotalCumDead,DailyChangeCases,DailyChangeDead
04/03/2021,118,1325,0,5,1443,5,31153,445316,709,5494,476469,6203,1443,5
04/04/2021,65,904,0,4,969,4,31218,446220,709,5498,477438,6207,969,4
04/05/2021,153,835,1,7,988,8,31371,447055,710,5505,478426,6215,988,8
04/06/2021,189,1795,0,8,1984,8,31560,448850,710,5513,480410,6223,1984,8
04/07/2021,172,1671,0,5,1843,5,31732,450521,710,5518,482253,6228,1843,5
04/08/2021,176,1710,2,8,1886,10,31908,452231,712,5526,484139,6238,1886,10
04/09/2021,182,1479,0,9,1661,9,32090,453710,712,5535,485800,6247,1661,9
04/10/2021,94,1272,0,3,1366,3,32184,454982,712,5538,487166,6250,1366,3
04/11/2021,89,885,0,4,974,4,32273,455867,712,5542,488140,6254,974,4
04/12/2021,188,1483,0,7,1671,7,32461,457350,712,5549,489811,6261,1671,7
04/13/2021,209,1610,0,12,1819,12,32670,458960,712,5561,491630,6273,1819,12
04/14/2021,158,1483,2,14,1641,16,32828,460443,714,5575,493271,6289,1641,16
04/15/2021,151,1895,0,6,2046,6,32979,462338,714,5581,495317,6295,2046,6
04/16/2021,149,1405,2,7,1554,9,33128,463743,716,5588,496871,6304,1554,9
04/17/2021,92,1330,0,7,1422,7,33220,465073,716,5595,498293,6311,1422,7
04/18/2021,79,831,0,3,910,3,33299,465904,716,5598,499203,6314,910,3
04/19/2021,211,1503,2,11,1714,13,33510,467407,718,5609,500917,6327,1714,13
04/20/2021,150,1537,0,6,1687,6,33660,468944,718,5615,502604,6333,1687,6
04/21/2021,189,2191,5,8,2380,13,33849,471135,723,5623,504984,6346,2380,13
04/22/2021,175,1725,1,15,1900,16,34024,472860,724,5638,506884,6362,1900,16
04/23/2021,178,1683,3,13,1861,16,34202,474543,727,5651,508745,6378,1861,16
04/24/2021,103,1611,0,8,1714,8,34305,476154,727,5659,510459,6386,1714,8
04/25/2021,63,933,0,9,996,9,34368,477087,727,5668,511455,6395,996,9
04/26/2021,214,1271,1,5,1485,6,34582,478358,728,5673,512940,6401,1485,6
04/27/2021,199,1623,1,9,1822,10,34781,479981,729,5682,514762,6411,1822,10
04/28/2021,210,1895,2,8,2105,10,34991,481876,731,5690,516867,6421,2105,10
04/29/2021,165,1654,1,6,1819,7,35156,483530,732,5696,518686,6428,1819,7
04/30/2021,197,1698,2,11,1895,13,35353,485228,734,5707,520581,6441,1895,13
05/01/2021,108,1054,0,5,1162,5,35461,486282,734,5712,521743,6446,1162,5
05/02/2021,72,878,0,2,950,2,35533,487160,734,5714,522693,6448,950,2
05/03/2021,265,1156,1,11,1421,12,35798,488316,735,5725,524114,6460,1421,12
05/04/2021,168,1341,0,12,1509,12,35966,489657,735,5737,525623,6472,1509,12
05/05/2021,131,1281,4,12,1412,16,36097,490938,739,5749,527035,6488,1412,16
05/06/2021,149,1230,0,3,1379,3,36246,492168,739,5752,528414,6491,1379,3
05/07/2021,119,1292,0,9,1411,9,36365,493460,739,5761,529825,6500,1411,9
05/08/2021,64,1026,0,9,1090,9,36429,494486,739,5770,530915,6509,1090,9
05/09/2021,26,826,0,8,852,8,36455,495312,739,5778,531767,6517,852,8
05/10/2021,143,752,0,14,895,14,36598,496064,739,5792,532662,6531,895,14
05/11/2021,116,1126,2,12,1242,14,36714,497190,741,5804,533904,6545,1242,14
05/12/2021,102,1885,1,15,1987,16,36816,499075,742,5819,535891,6561,1987,16
05/13/2021,89,1081,0,11,1170,11,36905,500156,742,5830,537061,6572,1170,11
05/14/2021,93,834,1,7,927,8,36998,500990,743,5837,537988,6580,927,8
05/15/2021,40,560,0,2,600,2,37038,501550,743,5839,538588,6582,600,2
05/16/2021,50,733,0,7,783,7,37088,502283,743,5846,539371,6589,783,7
05/17/2021,92,533,1,7,625,8,37180,502816,744,5853,539996,6597,625,8
05/18/2021,94,945,2,10,1039,12,37274,503761,746,5863,541035,6609,1039,12
05/19/2021,118,730,0,3,848,3,37392,504491,746,5866,541883,6612,848,3
05/20/2021,118,626,2,6,744,8,37510,505117,748,5872,542627,6620,744,8
05/21/2021,95,704,0,10,799,10,37605,505821,748,5882,543426,6630,799,10
05/22/2021,19,550,0,4,569,4,37624,506371,748,5886,543995,6634,569,4
05/23/2021,41,346,0,8,387,8,37665,506717,748,5894,544382,6642,387,8
05/24/2021,104,1255,0,10,1359,10,37769,507972,748,5904,545741,6652,1359,10
05/25/2021,85,631,1,7,716,8,37854,508603,749,5911,546457,6660,716,8
05/26/2021,82,673,1,7,755,8,37936,509276,750,5918,547212,6668,755,8
05/27/2021,72,615,0,4,687,4,38008,509891,750,5922,547899,6672,687,4
05/28/2021,47,511,2,5,558,7,38055,510402,752,5927,548457,6679,558,7
05/29/2021,14,446,0,6,460,6,38069,510848,752,5933,548917,6685,460,6
05/30/2021,7,267,0,4,274,4,38076,511115,752,5937,549191,6689,274,4
05/31/2021,31,267,1,7,298,8,38107,511382,753,5944,549489,6697,298,8
06/01/2021,77,294,0,9,371,9,38184,511676,753,5953,549860,6706,371,9
06/02/2021,110,561,1,7,671,8,38294,512237,754,5960,550531,6714,671,8
06/03/2021,70,544,2,12,614,14,38364,512781,756,5972,551145,6728,614,14
06/04/2021,67,495,1,1,562,2,38431,513276,757,5973,551707,6730,562,2
06/05/2021,14,339,0,6,353,6,38445,513615,757,5979,552060,6736,353,6
06/06/2021,19,238,0,5,257,5,38464,513853,757,5984,552317,6741,257,5
06/07/2021,113,332,2,9,445,11,38577,514185,759,5993,552762,6752,445,11
06/08/2021,90,345,1,6,435,7,38667,514530,760,5999,553197,6759,435,7
06/09/2021,50,422,0,5,472,5,38717,514952,760,6004,553669,6764,472,5
06/10/2021,37,362,1,2,399,3,38754,515314,761,6006,554068,6767,399,3
06/11/2021,125,350,1,4,475,5,38879,515664,762,6010,554543,6772,475,5
06/12/2021,72,307,1,2,379,3,38951,515971,763,6012,554922,6775,379,3
06/13/2021,24,165,1,0,189,1,38975,516136,764,6012,555111,6776,189,1
06/14/2021,42,269,1,4,311,5,39017,516405,765,6016,555422,6781,311,5
06/15/2021,42,313,1,6,355,7,39059,516718,766,6022,555777,6788,355,7
06/16/2021,45,310,0,5,355,5,39104,517028,766,6027,556132,6793,355,5
06/17/2021,54,293,1,8,347,9,39158,517321,767,6035,556479,6802,347,9
06/18/2021,51,270,1,5,321,6,39209,517591,768,6040,556800,6808,321,6
06/19/2021,28,223,0,2,251,2,39237,517814,768,6042,557051,6810,251,2
06/20/2021,23,183,0,1,206,1,39260,517997,768,6043,557257,6811,206,1
06/21/2021,52,236,2,3,288,5,39312,518233,770,6046,557545,6816,288,5
06/22/2021,70,290,2,0,360,2,39382,518523,772,6046,557905,6818,360,2
06/23/2021,46,446,0,1,492,1,39428,518969,772,6047,558397,6819,492,1
06/24/2021,91,272,1,5,363,6,39519,519241,773,6052,558760,6825,363,6
06/25/2021,74,310,1,4,384,5,39593,519551,774,6056,559144,6830,384,5
06/26/2021,19,216,0,5,235,5,39612,519767,774,6061,559379,6835,235,5
06/27/2021,14,203,0,2,217,2,39626,519970,774,6063,559596,6837,217,2
06/28/2021,75,234,2,7,309,9,39701,520204,776,6070,559905,6846,309,9
06/29/2021,62,357,0,7,419,7,39763,520561,776,6077,560324,6853,419,7
06/30/2021,85,414,0,5,499,5,39848,520975,776,6082,560823,6858,499,5
07/01/2021,77,390,0,7,467,7,39925,521365,776,6089,561290,6865,467,7
07/02/2021,42,355,1,5,397,6,39967,521720,777,6094,561687,6871,397,6
07/03/2021,20,281,0,1,301,1,39987,522001,777,6095,561988,6872,301,1
07/04/2021,18,168,0,1,186,1,40005,522169,777,6096,562174,6873,186,1
07/05/2021,37,187,1,7,224,8,40042,522356,778,6103,562398,6881,224,8
07/06/2021,51,310,0,3,361,3,40093,522666,778,6106,562759,6884,361,3
07/07/2021,58,400,0,3,458,3,40151,523066,778,6109,563217,6887,458,3
07/08/2021,55,405,1,6,460,7,40206,523471,779,6115,563677,6894,460,7
07/09/2021,60,414,0,7,474,7,40266,523885,779,6122,564151,6901,474,7
07/10/2021,30,341,0,1,371,1,40296,524226,779,6123,564522,6902,371,1
07/11/2021,20,242,2,3,262,5,40316,524468,781,6126,564784,6907,262,5
07/12/2021,62,450,0,7,512,7,40378,524918,781,6133,565296,6914,512,7
07/13/2021,73,428,0,6,501,6,40451,525346,781,6139,565797,6920,501,6
07/14/2021,62,406,0,4,468,4,40513,525752,781,6143,566265,6924,468,4
07/15/2021,96,456,1,3,552,4,40609,526208,782,6146,566817,6928,552,4
07/16/2021,121,434,4,1,555,5,40730,526642,786,6147,567372,6933,555,5
07/17/2021,54,359,0,4,413,4,40784,527001,786,6151,567785,6937,413,4
07/18/2021,31,400,0,5,431,5,40815,527401,786,6156,568216,6942,431,5
07/19/2021,78,431,0,7,509,7,40893,527832,786,6163,568725,6949,509,7
07/20/2021,69,534,1,8,603,9,40962,528366,787,6171,569328,6958,603,9
07/21/2021,80,672,0,6,752,6,41042,529038,787,6177,570080,6964,752,6
07/22/2021,125,559,1,3,684,4,41167,529597,788,6180,570764,6968,684,4
07/23/2021,95,660,0,8,755,8,41262,530257,788,6188,571519,6976,755,8
07/24/2021,45,518,1,4,563,5,41307,530775,789,6192,572082,6981,563,5
07/25/2021,43,426,0,3,469,3,41350,531201,789,6195,572551,6984,469,3
07/26/2021,119,633,1,2,752,3,41469,531834,790,6197,573303,6987,752,3
07/27/2021,135,663,0,10,798,10,41604,532497,790,6207,574101,6997,798,10
07/28/2021,111,1042,1,5,1153,6,41715,533539,791,6212,575254,7003,1153,6
07/29/2021,95,905,0,6,1000,6,41810,534444,791,6218,576254,7009,1000,6
07/30/2021,105,858,0,8,963,8,41915,535302,791,6226,577217,7017,963,8
07/31/2021,75,757,0,10,832,10,41990,536059,791,6236,578049,7027,832,10
08/01/2021,50,578,0,4,628,4,42040,536637,791,6240,578677,7031,628,4
08/02/2021,112,671,0,6,783,6,42152,537308,791,6246,579460,7037,783,6
08/03/2021,144,1053,2,10,1197,12,42296,538361,793,6256,580657,7049,1197,12
08/04/2021,128,976,0,4,1104,4,42424,539337,793,6260,581761,7053,1104,4
08/05/2021,144,1018,3,10,1162,13,42568,540355,796,6270,582923,7066,1162,13
08/06/2021,122,982,0,10,1104,10,42690,541337,796,6280,584027,7076,1104,10
08/07/2021,71,827,0,8,898,8,42761,542164,796,6288,584925,7084,898,8
08/08/2021,44,615,0,6,659,6,42805,542779,796,6294,585584,7090,659,6
08/09/2021,126,686,0,9,812,9,42931,543465,796,6303,586396,7099,812,9
08/10/2021,138,1173,0,14,1311,14,43069,544638,796,6317,587707,7113,1311,14
08/11/2021,167,1469,3,12,1636,15,43236,546107,799,6329,589343,7128,1636,15
08/12/2021,117,1002,2,12,1119,14,43353,547109,801,6341,590462,7142,1119,14
08/13/2021,109,1267,2,13,1376,15,43462,548376,803,6354,591838,7157,1376,15
08/14/2021,113,775,0,8,888,8,43575,549151,803,6362,592726,7165,888,8
08/15/2021,60,639,0,7,699,7,43635,549790,803,6369,593425,7172,699,7
08/16/2021,172,942,2,14,1114,16,43807,550732,805,6383,594539,7188,1114,16
08/17/2021,172,2000,0,10,2172,10,43979,552732,805,6393,596711,7198,2172,10
08/18/2021,164,1487,0,11,1651,11,44143,554219,805,6404,598362,7209,1651,11
08/19/2021,191,1595,2,10,1786,12,44334,555814,807,6414,600148,7221,1786,12
08/20/2021,178,1581,1,10,1759,11,44512,557395,808,6424,601907,7232,1759,11
08/21/2021,121,1272,0,7,1393,7,44633,558667,808,6431,603300,7239,1393,7
08/22/2021,59,948,0,5,1007,5,44692,559615,808,6436,604307,7244,1007,5
08/23/2021,245,1053,0,7,1298,7,44937,560668,808,6443,605605,7251,1298,7
08/24/2021,210,1744,0,9,1954,9,45147,562412,808,6452,607559,7260,1954,9
08/25/2021,201,1952,2,15,2153,17,45348,564364,810,6467,609712,7277,2153,17
08/26/2021,163,1834,1,6,1997,7,45511,566198,811,6473,611709,7284,1997,7
08/27/2021,172,1529,1,12,1701,13,45683,567727,812,6485,613410,7297,1701,13
08/28/2021,73,919,1,3,992,4,45756,568646,813,6488,614402,7301,992,4
08/29/2021,111,1286,1,10,1397,11,45867,569932,814,6498,615799,7312,1397,11
08/30/2021,212,1859,0,17,2071,17,46079,571791,814,6515,617870,7329,2071,17
08/31/2021,283,1764,1,9,2047,10,46362,573555,815,6524,619917,7339,2047,10
09/01/2021,285,1905,1,7,2190,8,46647,575460,816,6531,622107,7347,2190,8
09/02/2021,259,1938,4,15,2197,19,46906,577398,820,6546,624304,7366,2197,19
09/03/2021,203,1845,0,5,2048,5,47109,579243,820,6551,626352,7371,2048,5
09/04/2021,111,1559,0,9,1670,9,47220,580802,820,6560,628022,7380,1670,9
09/05/2021,87,1399,2,5,1486,7,47307,582201,822,6565,629508,7387,1486,7
09/06/2021,129,955,0,6,1084,6,47436,583156,822,6571,630592,7393,1084,6
09/07/2021,258,1322,1,7,1580,8,47694,584478,823,6578,632172,7401,1580,8
09/08/2021,298,1707,0,5,2005,5,47992,586185,823,6583,634177,7406,2005,5
09/09/2021,256,2059,2,4,2315,6,48248,588244,825,6587,636492,7412,2315,6
09/10/2021,237,2213,0,7,2450,7,48485,590457,825,6594,638942,7419,2450,7
09/11/2021,85,1684,0,3,1769,3,48570,592141,825,6597,640711,7422,1769,3
09/12/2021,91,1269,1,2,1360,3,48661,593410,826,6599,642071,7425,1360,3
09/13/2021,266,1451,2,5,1717,7,48927,594861,828,6604,643788,7432,1717,7
09/14/2021,217,1818,3,3,2035,6,49144,596679,831,6607,645823,7438,2035,6
09/15/2021,242,1881,1,3,2123,4,49386,598560,832,6610,647946,7442,2123,4
09/16/2021,264,1926,3,2,2190,5,49650,600486,835,6612,650136,7447,2190,5
09/17/2021,204,1641,0,2,1845,2,49854,602127,835,6614,651981,7449,1845,2
09/18/2021,80,1432,0,0,1512,0,49934,603559,835,6614,653493,7449,1512,0
09/19/2021,74,1020,0,0,1094,0,50008,604579,835,6614,654587,7449,1094,0
09/20/2021,258,1079,1,1,1337,2,50266,605658,836,6615,655924,7451,1337,2
09/21/2021,249,1183,0,1,1432,1,50515,606841,836,6616,657356,7452,1432,1
09/22/2021,139,1315,2,1,1454,3,50654,608156,838,6617,658810,7455,1454,3
09/23/2021,0,0,0,0,0,0,50654,608156,838,6617,658810,7455,0,0
09/24/2021,0,0,0,0,0,0,50654,608156,838,6617,658810,7455,0,0
09/25/2021,0,0,0,0,0,0,50654,608156,838,6617,658810,7455,0,0
09/26/2021,0,0,0,0,0,0,50654,608156,838,6617,658810,7455,0,0
09/27/2021,0,0,0,0,0,0,50654,608156,838,6617,658810,7455,0,0
