ReportedDate,NumProbable,NumConfirmed,NumProbDead,NumConfDead,TotalCases,TotalDead,CumConfirmed,CumProbable,CumConfDead,CumProbDead,TotalCumCases,TotalCumDead,DailyChangeCases,DailyChangeDead
04/20/2021,153,1558,0,6,1711,6,470752,33732,6679,835,504484,7514,1711,6
04/21/2021,189,2208,5,8,2397,13,472960,33921,6687,840,506881,7527,2397,13
04/22/2021,176,1742,1,16,1918,17,474702,34097,6703,841,508799,7544,1918,17
04/23/2021,179,1707,2,13,1886,15,476409,34276,6716,843,510685,7559,1886,15
04/24/2021,102,1622,0,8,1724,8,478031,34378,6724,843,512409,7567,1724,8
04/25/2021,63,934,0,9,997,9,478965,34441,6733,843,513406,7576,997,9
04/26/2021,216,1311,1,5,1527,6,480276,34657,6738,844,514933,7582,1527,6
04/27/2021,205,1630,1,8,1835,9,481906,34862,6746,845,516768,7591,1835,9
04/28/2021,216,1958,2,8,2174,10,483864,35078,6754,847,518942,7601,2174,10
04/29/2021,167,1674,1,6,1841,7,485538,35245,6760,848,520783,7608,1841,7
04/30/2021,194,1710,2,12,1904,14,487248,35439,6772,850,522687,7622,1904,14
05/01/2021,107,1058,0,5,1165,5,488306,35546,6777,850,523852,7627,1165,5
05/02/2021,77,893,0,2,970,2,489199,35623,6779,850,524822,7629,970,2
05/03/2021,265,1173,1,11,1438,12,490372,35888,6790,851,526260,7641,1438,12
05/04/2021,168,1362,0,12,1530,12,491734,36056,6802,851,527790,7653,1530,12
05/05/2021,132,1320,4,12,1452,16,493054,36188,6814,855,529242,7669,1452,16
05/06/2021,150,1248,0,3,1398,3,494302,36338,6817,855,530640,7672,1398,3
05/07/2021,121,1319,0,9,1440,9,495621,36459,6826,855,532080,7681,1440,9
05/08/2021,65,1041,0,10,1106,10,496662,36524,6836,855,533186,7691,1106,10
05/09/2021,26,833,0,8,859,8,497495,36550,6844,855,534045,7699,859,8
05/10/2021,144,776,0,13,920,13,498271,36694,6857,855,534965,7712,920,13
05/11/2021,117,1153,2,12,1270,14,499424,36811,6869,857,536235,7726,1270,14
05/12/2021,105,1949,1,15,2054,16,501373,36916,6884,858,538289,7742,2054,16
05/13/2021,87,1091,0,11,1178,11,502464,37003,6895,858,539467,7753,1178,11
05/14/2021,96,872,1,7,968,8,503336,37099,6902,859,540435,7761,968,8
05/15/2021,44,594,0,2,638,2,503930,37143,6904,859,541073,7763,638,2
05/16/2021,53,741,0,7,794,7,504671,37196,6911,859,541867,7770,794,7
05/17/2021,94,573,1,8,667,9,505244,37290,6919,860,542534,7779,667,9
05/18/2021,94,947,2,10,1041,12,506191,37384,6929,862,543575,7791,1041,12
05/19/2021,123,780,0,3,903,3,506971,37507,6932,862,544478,7794,903,3
05/20/2021,124,660,2,6,784,8,507631,37631,6938,864,545262,7802,784,8
05/21/2021,96,743,0,10,839,10,508374,37727,6948,864,546101,7812,839,10
05/22/2021,22,581,0,4,603,4,508955,37749,6952,864,546704,7816,603,4
05/23/2021,42,360,0,8,402,8,509315,37791,6960,864,547106,7824,402,8
05/24/2021,108,1295,0,10,1403,10,510610,37899,6970,864,548509,7834,1403,10
05/25/2021,86,654,1,7,740,8,511264,37985,6977,865,549249,7842,740,8
05/26/2021,87,698,1,7,785,8,511962,38072,6984,866,550034,7850,785,8
05/27/2021,74,640,0,3,714,3,512602,38146,6987,866,550748,7853,714,3
05/28/2021,52,542,3,5,594,8,513144,38198,6992,869,551342,7861,594,8
05/29/2021,15,462,0,6,477,6,513606,38213,6998,869,551819,7867,477,6
05/30/2021,8,270,0,4,278,4,513876,38221,7002,869,552097,7871,278,4
05/31/2021,35,284,1,7,319,8,514160,38256,7009,870,552416,7879,319,8
06/01/2021,78,325,0,9,403,9,514485,38334,7018,870,552819,7888,403,9
06/02/2021,112,572,1,7,684,8,515057,38446,7025,871,553503,7896,684,8
06/03/2021,73,568,2,13,641,15,515625,38519,7038,873,554144,7911,641,15
06/04/2021,72,519,1,1,591,2,516144,38591,7039,874,554735,7913,591,2
06/05/2021,16,355,0,6,371,6,516499,38607,7045,874,555106,7919,371,6
06/06/2021,22,251,0,5,273,5,516750,38629,7050,874,555379,7924,273,5
06/07/2021,117,363,2,9,480,11,517113,38746,7059,876,555859,7935,480,11
06/08/2021,90,359,0,6,449,6,517472,38836,7065,876,556308,7941,449,6
06/09/2021,53,453,0,5,506,5,517925,38889,7070,876,556814,7946,506,5
06/10/2021,39,386,1,2,425,3,518311,38928,7072,877,557239,7949,425,3
06/11/2021,125,383,1,4,508,5,518694,39053,7076,878,557747,7954,508,5
06/12/2021,71,325,1,3,396,4,519019,39124,7079,879,558143,7958,396,4
06/13/2021,25,169,1,0,194,1,519188,39149,7079,880,558337,7959,194,1
06/14/2021,49,293,1,4,342,5,519481,39198,7083,881,558679,7964,342,5
06/15/2021,41,316,1,6,357,7,519797,39239,7089,882,559036,7971,357,7
06/16/2021,46,334,0,5,380,5,520131,39285,7094,882,559416,7976,380,5
06/17/2021,55,297,1,8,352,9,520428,39340,7102,883,559768,7985,352,9
06/18/2021,58,294,1,5,352,6,520722,39398,7107,884,560120,7991,352,6
06/19/2021,28,229,0,2,257,2,520951,39426,7109,884,560377,7993,257,2
06/20/2021,24,200,0,1,224,1,521151,39450,7110,884,560601,7994,224,1
06/21/2021,61,287,2,3,348,5,521438,39511,7113,886,560949,7999,348,5
06/22/2021,72,303,2,0,375,2,521741,39583,7113,888,561324,8001,375,2
06/23/2021,51,472,0,1,523,1,522213,39634,7114,888,561847,8002,523,1
06/24/2021,89,280,1,5,369,6,522493,39723,7119,889,562216,8008,369,6
06/25/2021,73,335,1,4,408,5,522828,39796,7123,890,562624,8013,408,5
06/26/2021,23,236,0,5,259,5,523064,39819,7128,890,562883,8018,259,5
06/27/2021,14,227,0,2,241,2,523291,39833,7130,890,563124,8020,241,2
06/28/2021,77,265,2,7,342,9,523556,39910,7137,892,563466,8029,342,9
06/29/2021,68,395,0,7,463,7,523951,39978,7144,892,563929,8036,463,7
06/30/2021,89,428,0,5,517,5,524379,40067,7149,892,564446,8041,517,5
07/01/2021,76,418,0,7,494,7,524797,40143,7156,892,564940,8048,494,7
07/02/2021,44,370,1,5,414,6,525167,40187,7161,893,565354,8054,414,6
07/03/2021,24,296,0,1,320,1,525463,40211,7162,893,565674,8055,320,1
07/04/2021,24,205,0,1,229,1,525668,40235,7163,893,565903,8056,229,1
07/05/2021,45,217,1,7,262,8,525885,40280,7170,894,566165,8064,262,8
07/06/2021,51,330,0,4,381,4,526215,40331,7174,894,566546,8068,381,4
07/07/2021,62,434,0,3,496,3,526649,40393,7177,894,567042,8071,496,3
07/08/2021,57,426,1,6,483,7,527075,40450,7183,895,567525,8078,483,7
07/09/2021,61,428,0,8,489,8,527503,40511,7191,895,568014,8086,489,8
07/10/2021,30,345,0,1,375,1,527848,40541,7192,895,568389,8087,375,1
07/11/2021,20,246,2,3,266,5,528094,40561,7195,897,568655,8092,266,5
07/12/2021,66,452,0,7,518,7,528546,40627,7202,897,569173,8099,518,7
07/13/2021,74,428,0,6,502,6,528974,40701,7208,897,569675,8105,502,6
07/14/2021,62,407,0,4,469,4,529381,40763,7212,897,570144,8109,469,4
07/15/2021,93,463,1,4,556,5,529844,40856,7216,898,570700,8114,556,5
07/16/2021,126,435,4,1,561,5,530279,40982,7217,902,571261,8119,561,5
07/17/2021,54,360,0,4,414,4,530639,41036,7221,902,571675,8123,414,4
07/18/2021,31,402,0,5,433,5,531041,41067,7226,902,572108,8128,433,5
07/19/2021,87,436,0,7,523,7,531477,41154,7233,902,572631,8135,523,7
07/20/2021,72,537,1,8,609,9,532014,41226,7241,903,573240,8144,609,9
07/21/2021,86,681,0,7,767,7,532695,41312,7248,903,574007,8151,767,7
07/22/2021,129,561,1,3,690,4,533256,41441,7251,904,574697,8155,690,4
07/23/2021,95,667,0,8,762,8,533923,41536,7259,904,575459,8163,762,8
07/24/2021,45,522,1,4,567,5,534445,41581,7263,905,576026,8168,567,5
07/25/2021,44,429,0,3,473,3,534874,41625,7266,905,576499,8171,473,3
07/26/2021,121,636,1,2,757,3,535510,41746,7268,906,577256,8174,757,3
07/27/2021,134,672,0,10,806,10,536182,41880,7278,906,578062,8184,806,10
07/28/2021,115,1048,1,5,1163,6,537230,41995,7283,907,579225,8190,1163,6
07/29/2021,95,913,0,6,1008,6,538143,42090,7289,907,580233,8196,1008,6
07/30/2021,112,871,0,8,983,8,539014,42202,7297,907,581216,8204,983,8
07/31/2021,76,766,0,10,842,10,539780,42278,7307,907,582058,8214,842,10
08/01/2021,51,581,0,4,632,4,540361,42329,7311,907,582690,8218,632,4
08/02/2021,112,681,0,6,793,6,541042,42441,7317,907,583483,8224,793,6
08/03/2021,147,1067,2,11,1214,13,542109,42588,7328,909,584697,8237,1214,13
08/04/2021,132,994,0,4,1126,4,543103,42720,7332,909,585823,8241,1126,4
08/05/2021,141,1030,2,9,1171,11,544133,42861,7341,911,586994,8252,1171,11
08/06/2021,133,995,0,11,1128,11,545128,42994,7352,911,588122,8263,1128,11
08/07/2021,72,832,0,9,904,9,545960,43066,7361,911,589026,8272,904,9
08/08/2021,44,619,0,6,663,6,546579,43110,7367,911,589689,8278,663,6
08/09/2021,131,690,0,9,821,9,547269,43241,7376,911,590510,8287,821,9
08/10/2021,141,1181,0,14,1322,14,548450,43382,7390,911,591832,8301,1322,14
08/11/2021,174,1499,3,12,1673,15,549949,43556,7402,914,593505,8316,1673,15
08/12/2021,122,1015,2,12,1137,14,550964,43678,7414,916,594642,8330,1137,14
08/13/2021,112,1280,2,13,1392,15,552244,43790,7427,918,596034,8345,1392,15
08/14/2021,114,781,0,8,895,8,553025,43904,7435,918,596929,8353,895,8
08/15/2021,61,644,0,7,705,7,553669,43965,7442,918,597634,8360,705,7
08/16/2021,176,947,0,15,1123,15,554616,44141,7457,918,598757,8375,1123,15
08/17/2021,178,2025,0,12,2203,12,556641,44319,7469,918,600960,8387,2203,12
08/18/2021,173,1510,0,13,1683,13,558151,44492,7482,918,602643,8400,1683,13
08/19/2021,195,1612,2,11,1807,13,559763,44687,7493,920,604450,8413,1807,13
08/20/2021,188,1599,1,10,1787,11,561362,44875,7503,921,606237,8424,1787,11
08/21/2021,124,1288,0,10,1412,10,562650,44999,7513,921,607649,8434,1412,10
08/22/2021,73,962,0,6,1035,6,563612,45072,7519,921,608684,8440,1035,6
08/23/2021,263,1081,0,9,1344,9,564693,45335,7528,921,610028,8449,1344,9
08/24/2021,211,1764,0,9,1975,9,566457,45546,7537,921,612003,8458,1975,9
08/25/2021,198,1965,2,17,2163,19,568422,45744,7554,923,614166,8477,2163,19
08/26/2021,177,1854,1,8,2031,9,570276,45921,7562,924,616197,8486,2031,9
08/27/2021,194,1550,1,15,1744,16,571826,46115,7577,925,617941,8502,1744,16
08/28/2021,72,936,1,4,1008,5,572762,46187,7581,926,618949,8507,1008,5
08/29/2021,112,1302,1,18,1414,19,574064,46299,7599,927,620363,8526,1414,19
08/30/2021,216,1883,1,22,2099,23,575947,46515,7621,928,622462,8549,2099,23
08/31/2021,301,1775,1,13,2076,14,577722,46816,7634,929,624538,8563,2076,14
09/01/2021,306,1919,1,11,2225,12,579641,47122,7645,930,626763,8575,2225,12
09/02/2021,265,1954,4,24,2219,28,581595,47387,7669,934,628982,8603,2219,28
09/03/2021,216,1871,0,17,2087,17,583466,47603,7686,934,631069,8620,2087,17
09/04/2021,117,1569,0,13,1686,13,585035,47720,7699,934,632755,8633,1686,13
09/05/2021,90,1402,2,15,1492,17,586437,47810,7714,936,634247,8650,1492,17
09/06/2021,129,968,0,13,1097,13,587405,47939,7727,936,635344,8663,1097,13
09/07/2021,261,1363,1,17,1624,18,588768,48200,7744,937,636968,8681,1624,18
09/08/2021,290,1779,2,13,2069,15,590547,48490,7757,939,639037,8696,2069,15
09/09/2021,251,2115,2,14,2366,16,592662,48741,7771,941,641403,8712,2366,16
09/10/2021,240,2260,0,19,2500,19,594922,48981,7790,941,643903,8731,2500,19
09/11/2021,88,1712,0,14,1800,14,596634,49069,7804,941,645703,8745,1800,14
09/12/2021,93,1316,1,6,1409,7,597950,49162,7810,942,647112,8752,1409,7
09/13/2021,279,1511,2,17,1790,19,599461,49441,7827,944,648902,8771,1790,19
09/14/2021,232,1857,3,21,2089,24,601318,49673,7848,947,650991,8795,2089,24
09/15/2021,247,1959,1,14,2206,15,603277,49920,7862,948,653197,8810,2206,15
09/16/2021,259,2057,4,25,2316,29,605334,50179,7887,952,655513,8839,2316,29
09/17/2021,221,1867,1,19,2088,20,607201,50400,7906,953,657601,8859,2088,20
09/18/2021,98,1718,0,8,1816,8,608919,50498,7914,953,659417,8867,1816,8
09/19/2021,84,1206,0,14,1290,14,610125,50582,7928,953,660707,8881,1290,14
09/20/2021,289,1380,1,19,1669,20,611505,50871,7947,954,662376,8901,1669,20
09/21/2021,290,1530,1,21,1820,22,613035,51161,7968,955,664196,8923,1820,22
09/22/2021,193,1936,3,18,2129,21,614971,51354,7986,958,666325,8944,2129,21
09/23/2021,189,1895,0,22,2084,22,616866,51543,8008,958,668409,8966,2084,22
09/24/2021,165,1883,1,23,2048,24,618749,51708,8031,959,670457,8990,2048,24
09/25/2021,110,1338,0,14,1448,14,620087,51818,8045,959,671905,9004,1448,14
09/26/2021,125,1103,1,12,1228,13,621190,51943,8057,960,673133,9017,1228,13
09/27/2021,317,1518,2,12,1835,14,622708,52260,8069,962,674968,9031,1835,14
09/28/2021,348,1554,3,16,1902,19,624262,52608,8085,965,676870,9050,1902,19
09/29/2021,248,2232,2,21,2480,23,626494,52856,8106,967,679350,9073,2480,23
09/30/2021,271,2108,1,20,2379,21,628602,53127,8126,968,681729,9094,2379,21
10/01/2021,194,2008,1,27,2202,28,630610,53321,8153,969,683931,9122,2202,28
10/02/2021,98,1683,1,16,1781,17,632293,53419,8169,970,685712,9139,1781,17
10/03/2021,82,1294,0,21,1376,21,633587,53501,8190,970,687088,9160,1376,21
10/04/2021,336,1559,3,24,1895,27,635146,53837,8214,973,688983,9187,1895,27
10/05/2021,315,1716,7,19,2031,26,636862,54152,8233,980,691014,9213,2031,26
10/06/2021,348,2600,3,28,2948,31,639462,54500,8261,983,693962,9244,2948,31
10/07/2021,306,2607,2,18,2913,20,642069,54806,8279,985,696875,9264,2913,20
10/08/2021,245,2330,5,22,2575,27,644399,55051,8301,990,699450,9291,2575,27
10/09/2021,138,1692,0,23,1830,23,646091,55189,8324,990,701280,9314,1830,23
10/10/2021,109,1518,1,16,1627,17,647609,55298,8340,991,702907,9331,1627,17
10/11/2021,330,1271,4,22,1601,26,648880,55628,8362,995,704508,9357,1601,26
10/12/2021,306,1723,5,18,2029,23,650603,55934,8380,1000,706537,9380,2029,23
10/13/2021,279,2601,5,19,2880,24,653204,56213,8399,1005,709417,9404,2880,24
10/14/2021,293,2215,1,29,2508,30,655419,56506,8428,1006,711925,9434,2508,30
10/15/2021,262,1937,3,17,2199,20,657356,56768,8445,1009,714124,9454,2199,20
10/16/2021,113,1620,0,27,1733,27,658976,56881,8472,1009,715857,9481,1733,27
10/17/2021,86,1388,0,28,1474,28,660364,56967,8500,1009,717331,9509,1474,28
10/18/2021,397,1499,3,21,1896,24,661863,57364,8521,1012,719227,9533,1896,24
10/19/2021,420,1866,8,26,2286,34,663729,57784,8547,1020,721513,9567,2286,34
10/20/2021,346,2915,0,35,3261,35,666644,58130,8582,1020,724774,9602,3261,35
10/21/2021,335,2517,1,34,2852,35,669161,58465,8616,1021,727626,9637,2852,35
10/22/2021,286,2567,7,35,2853,42,671728,58751,8651,1028,730479,9679,2853,42
10/23/2021,186,1985,1,27,2171,28,673713,58937,8678,1029,732650,9707,2171,28
10/24/2021,185,1797,1,26,1982,27,675510,59122,8704,1030,734632,9734,1982,27
10/25/2021,505,1702,6,29,2207,35,677212,59627,8733,1036,736839,9769,2207,35
10/26/2021,407,3026,5,34,3433,39,680238,60034,8767,1041,740272,9808,3433,39
10/27/2021,419,3183,3,38,3602,41,683421,60453,8805,1044,743874,9849,3602,41
10/28/2021,421,3123,5,29,3544,34,686544,60874,8834,1049,747418,9883,3544,34
10/29/2021,331,2564,2,42,2895,44,689108,61205,8876,1051,750313,9927,2895,44
10/30/2021,186,2427,2,22,2613,24,691535,61391,8898,1053,752926,9951,2613,24
10/31/2021,129,1611,1,20,1740,21,693146,61520,8918,1054,754666,9972,1740,21
11/01/2021,515,1893,7,34,2408,41,695039,62035,8952,1061,757074,10013,2408,41
11/02/2021,509,2595,1,31,3104,32,697634,62544,8983,1062,760178,10045,3104,32
11/03/2021,419,3539,7,40,3958,47,701173,62963,9023,1069,764136,10092,3958,47
11/04/2021,408,3228,4,36,3636,40,704401,63371,9059,1073,767772,10132,3636,40
11/05/2021,383,2952,8,34,3335,42,707353,63754,9093,1081,771107,10174,3335,42
11/06/2021,161,2809,0,30,2970,30,710162,63915,9123,1081,774077,10204,2970,30
11/07/2021,141,1997,1,19,2138,20,712159,64056,9142,1082,776215,10224,2138,20
11/08/2021,490,1812,4,32,2302,36,713971,64546,9174,1086,778517,10260,2302,36
11/09/2021,547,3853,4,36,4400,40,717824,65093,9210,1090,782917,10300,4400,40
11/10/2021,450,3407,5,43,3857,48,721231,65543,9253,1095,786774,10348,3857,48
11/11/2021,374,3350,3,43,3724,46,724581,65917,9296,1098,790498,10394,3724,46
11/12/2021,358,2905,2,32,3263,34,727486,66275,9328,1100,793761,10428,3263,34
11/13/2021,157,2767,1,24,2924,25,730253,66432,9352,1101,796685,10453,2924,25
11/14/2021,158,1718,2,20,1876,22,731971,66590,9372,1103,798561,10475,1876,22
11/15/2021,467,2433,15,45,2900,60,734404,67057,9417,1118,801461,10535,2900,60
11/16/2021,476,3635,10,42,4111,52,738039,67533,9459,1128,805572,10587,4111,52
11/17/2021,338,3688,4,43,4026,47,741727,67871,9502,1132,809598,10634,4026,47
11/18/2021,351,2978,10,21,3329,31,744705,68222,9523,1142,812927,10665,3329,31
11/19/2021,280,2686,2,32,2966,34,747391,68502,9555,1144,815893,10699,2966,34
11/20/2021,112,2235,0,18,2347,18,749626,68614,9573,1144,818240,10717,2347,18
11/21/2021,96,1613,0,22,1709,22,751239,68710,9595,1144,819949,10739,1709,22
11/22/2021,380,2213,8,29,2593,37,753452,69090,9624,1152,822542,10776,2593,37
11/23/2021,409,2671,6,39,3080,45,756123,69499,9663,1158,825622,10821,3080,45
11/24/2021,266,2682,7,39,2948,46,758805,69765,9702,1165,828570,10867,2948,46
11/25/2021,66,1240,0,13,1306,13,760045,69831,9715,1165,829876,10880,1306,13
11/26/2021,168,1404,6,43,1572,49,761449,69999,9758,1171,831448,10929,1572,49
11/27/2021,143,2277,0,32,2420,32,763726,70142,9790,1171,833868,10961,2420,32
11/28/2021,149,1312,1,24,1461,25,765038,70291,9814,1172,835329,10986,1461,25
11/29/2021,379,2180,5,29,2559,34,767218,70670,9843,1177,837888,11020,2559,34
11/30/2021,386,3275,10,29,3661,39,770493,71056,9872,1187,841549,11059,3661,39
12/01/2021,353,2913,1,26,3266,27,773406,71409,9898,1188,844815,11086,3266,27
12/02/2021,297,2661,6,27,2958,33,776067,71706,9925,1194,847773,11119,2958,33
12/03/2021,230,2230,9,34,2460,43,778297,71936,9959,1203,850233,11162,2460,43
12/04/2021,123,1446,1,11,1569,12,779743,72059,9970,1204,851802,11174,1569,12
12/05/2021,58,1071,0,18,1129,18,780814,72117,9988,1204,852931,11192,1129,18
12/06/2021,329,2587,16,36,2916,52,783401,72446,10024,1220,855847,11244,2916,52
12/07/2021,254,2164,3,36,2418,39,785565,72700,10060,1223,858265,11283,2418,39
12/08/2021,202,2327,1,29,2529,30,787892,72902,10089,1224,860794,11313,2529,30
12/09/2021,238,1826,18,26,2064,44,789718,73140,10115,1242,862858,11357,2064,44
12/10/2021,202,1718,2,23,1920,25,791436,73342,10138,1244,864778,11382,1920,25
12/11/2021,69,1256,0,17,1325,17,792692,73411,10155,1244,866103,11399,1325,17
12/12/2021,55,818,0,13,873,13,793510,73466,10168,1244,866976,11412,873,13
12/13/2021,206,1355,1,20,1561,21,794865,73672,10188,1245,868537,11433,1561,21
12/14/2021,273,1512,11,20,1785,31,796377,73945,10208,1256,870322,11464,1785,31
12/15/2021,232,2159,4,21,2391,25,798536,74177,10229,1260,872713,11489,2391,25
12/16/2021,189,1713,2,23,1902,25,800249,74366,10252,1262,874615,11514,1902,25
12/17/2021,178,2085,2,22,2263,24,802334,74544,10274,1264,876878,11538,2263,24
12/18/2021,111,1767,0,15,1878,15,804101,74655,10289,1264,878756,11553,1878,15
12/19/2021,135,1377,12,15,1512,27,805478,74790,10304,1276,880268,11580,1512,27
12/20/2021,330,1921,6,22,2251,28,807399,75120,10326,1282,882519,11608,2251,28
12/21/2021,363,3989,1,29,4352,30,811388,75483,10355,1283,886871,11638,4352,30
12/22/2021,356,3905,5,18,4261,23,815293,75839,10373,1288,891132,11661,4261,23
12/23/2021,533,5307,4,19,5840,23,820600,76372,10392,1292,896972,11684,5840,23
12/24/2021,327,5684,0,11,6011,11,826284,76699,10403,1292,902983,11695,6011,11
12/25/2021,176,4136,0,9,4312,9,830420,76875,10412,1292,907295,11704,4312,9
12/26/2021,329,2810,0,15,3139,15,833230,77204,10427,1292,910434,11719,3139,15
12/27/2021,758,4262,6,20,5020,26,837492,77962,10447,1298,915454,11745,5020,26
12/28/2021,1091,6685,4,19,7776,23,844177,79053,10466,1302,923230,11768,7776,23
12/29/2021,936,10015,7,31,10951,38,854192,79989,10497,1309,934181,11806,10951,38
12/30/2021,915,9798,8,13,10713,21,863990,80904,10510,1317,944894,11827,10713,21
12/31/2021,549,11415,8,22,11964,30,875405,81453,10532,1325,956858,11857,11964,30
01/01/2022,303,5821,0,23,6124,23,881226,81756,10555,1325,962982,11880,6124,23
01/02/2022,528,6788,0,10,7316,10,888014,82284,10565,1325,970298,11890,7316,10
01/03/2022,1307,6749,8,29,8056,37,894763,83591,10594,1333,978354,11927,8056,37
01/04/2022,1708,12180,3,32,13888,35,906943,85299,10626,1336,992242,11962,13888,35
01/05/2022,1645,16515,12,51,18160,63,923458,86944,10677,1348,1010402,12025,18160,63
01/06/2022,1212,18532,7,49,19744,56,941990,88156,10726,1355,1030146,12081,19744,56
01/07/2022,1231,10976,4,44,12207,48,952966,89387,10770,1359,1042353,12129,12207,48
01/08/2022,674,10558,2,31,11232,33,963524,90061,10801,1361,1053585,12162,11232,33
01/09/2022,522,7980,1,27,8502,28,971504,90583,10828,1362,1062087,12190,8502,28
01/10/2022,1405,13560,12,36,14965,48,985064,91988,10864,1374,1077052,12238,14965,48
01/11/2022,1516,10932,1,35,12448,36,995996,93504,10899,1375,1089500,12274,12448,36
01/12/2022,1481,13364,10,27,14845,37,1009360,94985,10926,1385,1104345,12311,14845,37
01/13/2022,1319,13216,2,40,14535,42,1022576,96304,10966,1387,1118880,12353,14535,42
01/14/2022,1273,14460,9,48,15733,57,1037036,97577,11014,1396,1134613,12410,15733,57
01/15/2022,510,8673,1,28,9183,29,1045709,98087,11042,1397,1143796,12439,9183,29
01/16/2022,394,6750,3,21,7144,24,1052459,98481,11063,1400,1150940,12463,7144,24
01/17/2022,956,9644,0,28,10600,28,1062103,99437,11091,1400,1161540,12491,10600,28
01/18/2022,1362,9658,5,28,11020,33,1071761,100799,11119,1405,1172560,12524,11020,33
01/19/2022,1255,12925,3,33,14180,36,1084686,102054,11152,1408,1186740,12560,14180,36
01/20/2022,1141,10839,5,31,11980,36,1095525,103195,11183,1413,1198720,12596,11980,36
01/21/2022,1273,10380,4,19,11653,23,1105905,104468,11202,1417,1210373,12619,11653,23
01/22/2022,517,7950,0,23,8467,23,1113855,104985,11225,1417,1218840,12642,8467,23
01/23/2022,341,7647,2,12,7988,14,1121502,105326,11237,1419,1226828,12656,7988,14
01/24/2022,1337,6566,14,23,7903,37,1128068,106663,11260,1433,1234731,12693,7903,37
01/25/2022,1027,7425,4,26,8452,30,1135493,107690,11286,1437,1243183,12723,8452,30
01/26/2022,972,9235,11,25,10207,36,1144728,108662,11311,1448,1253390,12759,10207,36
01/27/2022,910,7362,3,17,8272,20,1152090,109572,11328,1451,1261662,12779,8272,20
01/28/2022,665,5734,3,19,6399,22,1157824,110237,11347,1454,1268061,12801,6399,22
01/29/2022,271,4431,1,13,4702,14,1162255,110508,11360,1455,1272763,12815,4702,14
01/30/2022,200,3636,2,8,3836,10,1165891,110708,11368,1457,1276599,12825,3836,10
01/31/2022,710,2963,5,17,3673,22,1168854,111418,11385,1462,1280272,12847,3673,22
02/01/2022,641,4180,2,9,4821,11,1173034,112059,11394,1464,1285093,12858,4821,11
02/02/2022,467,4707,0,18,5174,18,1177741,112526,11412,1464,1290267,12876,5174,18
02/03/2022,418,2297,2,9,2715,11,1180038,112944,11421,1466,1292982,12887,2715,11
02/04/2022,519,2924,6,11,3443,17,1182962,113463,11432,1472,1296425,12904,3443,17
02/05/2022,198,2549,14,8,2747,22,1185511,113661,11440,1486,1299172,12926,2747,22
02/06/2022,83,1682,0,4,1765,4,1187193,113744,11444,1486,1300937,12930,1765,4
02/07/2022,402,1771,1,10,2173,11,1188964,114146,11454,1487,1303110,12941,2173,11
02/08/2022,574,2525,1,3,3099,4,1191489,114720,11457,1488,1306209,12945,3099,4
02/09/2022,320,2255,13,11,2575,24,1193744,115040,11468,1501,1308784,12969,2575,24
02/10/2022,283,1895,6,5,2178,11,1195639,115323,11473,1507,1310962,12980,2178,11
02/11/2022,358,1687,0,8,2045,8,1197326,115681,11481,1507,1313007,12988,2045,8
02/12/2022,77,1041,0,7,1118,7,1198367,115758,11488,1507,1314125,12995,1118,7
02/13/2022,59,630,1,2,689,3,1198997,115817,11490,1508,1314814,12998,689,3
02/14/2022,268,766,3,2,1034,5,1199763,116085,11492,1511,1315848,13003,1034,5
02/15/2022,262,1584,5,3,1846,8,1201347,116347,11495,1516,1317694,13011,1846,8
02/16/2022,188,1243,3,4,1431,7,1202590,116535,11499,1519,1319125,13018,1431,7
02/17/2022,141,1105,0,5,1246,5,1203695,116676,11504,1519,1320371,13023,1246,5
02/18/2022,179,847,0,1,1026,1,1204542,116855,11505,1519,1321397,13024,1026,1
02/19/2022,48,686,0,4,734,4,1205228,116903,11509,1519,1322131,13028,734,4
02/20/2022,18,441,0,3,459,3,1205669,116921,11512,1519,1322590,13031,459,3
02/21/2022,97,505,1,3,602,4,1206174,117018,11515,1520,1323192,13035,602,4
02/22/2022,140,804,11,4,944,15,1206978,117158,11519,1531,1324136,13050,944,15
02/23/2022,84,754,0,1,838,1,1207732,117242,11520,1531,1324974,13051,838,1
02/24/2022,130,595,0,2,725,2,1208327,117372,11522,1531,1325699,13053,725,2
02/25/2022,103,746,0,2,849,2,1209073,117475,11524,1531,1326548,13055,849,2
02/26/2022,22,490,0,2,512,2,1209563,117497,11526,1531,1327060,13057,512,2
02/27/2022,30,301,0,1,331,1,1209864,117527,11527,1531,1327391,13058,331,1
02/28/2022,129,369,6,2,498,8,1210233,117656,11529,1537,1327889,13066,498,8
03/01/2022,85,574,2,0,659,2,1210807,117741,11529,1539,1328548,13068,659,2
03/02/2022,88,555,2,3,643,5,1211362,117829,11532,1541,1329191,13073,643,5
03/03/2022,82,491,1,0,573,1,1211853,117911,11532,1542,1329764,13074,573,1
03/04/2022,33,345,2,0,378,2,1212198,117944,11532,1544,1330142,13076,378,2
03/05/2022,13,141,0,1,154,1,1212339,117957,11533,1544,1330296,13077,154,1
03/06/2022,18,74,0,0,92,0,1212413,117975,11533,1544,1330388,13077,92,0
03/07/2022,77,111,0,1,188,1,1212524,118052,11534,1544,1330576,13078,188,1
03/08/2022,117,312,4,2,429,6,1212836,118169,11536,1548,1331005,13084,429,6
03/09/2022,45,133,1,0,178,1,1212969,118214,11536,1549,1331183,13085,178,1
