ReportedDate,NumProbable,NumConfirmed,NumProbDead,NumConfDead,TotalCases,TotalDead,CumConfirmed,CumProbable,CumConfDead,CumProbDead,TotalCumCases,TotalCumDead,DailyChangeCases,DailyChangeDead
03/20/2020,16,107,0,2,123,2,424,62,12,0,486,12,123,2
03/21/2020,10,109,0,10,119,10,533,72,22,0,605,22,119,10
03/22/2020,12,113,0,6,125,6,646,84,28,0,730,28,125,6
03/23/2020,26,171,0,10,197,10,817,110,38,0,927,38,197,10
03/24/2020,16,161,1,9,177,10,978,126,47,1,1104,48,177,10
03/25/2020,24,289,0,16,313,16,1267,150,63,1,1417,64,313,16
03/26/2020,22,274,1,21,296,22,1541,172,84,2,1713,86,296,22
03/27/2020,38,292,1,26,330,27,1833,210,110,3,2043,113,330,27
03/28/2020,15,228,0,21,243,21,2061,225,131,3,2286,134,243,21
03/29/2020,25,310,0,18,335,18,2371,250,149,3,2621,152,335,18
03/30/2020,35,297,1,27,332,28,2668,285,176,4,2953,180,332,28
03/31/2020,27,357,2,26,384,28,3025,312,202,6,3337,208,384,28
04/01/2020,38,366,1,31,404,32,3391,350,233,7,3741,240,404,32
04/02/2020,42,408,1,34,450,35,3799,392,267,8,4191,275,450,35
04/03/2020,35,355,0,28,390,28,4154,427,295,8,4581,303,390,28
04/04/2020,36,352,1,28,388,29,4506,463,323,9,4969,332,388,29
04/05/2020,23,201,1,24,224,25,4707,486,347,10,5193,357,224,25
04/06/2020,38,232,1,16,270,17,4939,524,363,11,5463,374,270,17
04/07/2020,33,230,1,20,263,21,5169,557,383,12,5726,395,263,21
04/08/2020,46,506,0,52,552,52,5675,603,435,12,6278,447,552,52
04/09/2020,32,337,0,27,369,27,6012,635,462,12,6647,474,369,27
04/10/2020,23,415,1,32,438,33,6427,658,494,13,7085,507,438,33
04/11/2020,32,405,5,34,437,39,6832,690,528,18,7522,546,437,39
04/12/2020,26,358,2,25,384,27,7190,716,553,20,7906,573,384,27
04/13/2020,26,266,2,23,292,25,7456,742,576,22,8198,598,292,25
04/14/2020,30,286,2,28,316,30,7742,772,604,24,8514,628,316,30
04/15/2020,27,394,1,37,421,38,8136,799,641,25,8935,666,421,38
04/16/2020,24,328,1,28,352,29,8464,823,669,26,9287,695,352,29
04/17/2020,34,388,0,28,422,28,8852,857,697,26,9709,723,422,28
04/18/2020,17,254,0,12,271,12,9106,874,709,26,9980,735,271,12
04/19/2020,32,284,3,23,316,26,9390,906,732,29,10296,761,316,26
04/20/2020,45,256,2,18,301,20,9646,951,750,31,10597,781,301,20
04/21/2020,103,361,8,22,464,30,10007,1054,772,39,11061,811,464,30
04/22/2020,59,345,7,24,404,31,10352,1113,796,46,11465,842,404,31
04/23/2020,160,810,72,47,970,119,11162,1273,843,118,12435,961,970,119
04/24/2020,128,584,4,20,712,24,11746,1401,863,122,13147,985,712,24
04/25/2020,48,445,0,19,493,19,12191,1449,882,122,13640,1004,493,19
04/26/2020,46,392,4,12,438,16,12583,1495,894,126,14078,1020,438,16
04/27/2020,70,431,7,13,501,20,13014,1565,907,133,14579,1040,501,20
04/28/2020,44,393,5,14,437,19,13407,1609,921,138,15016,1059,437,19
04/29/2020,40,816,8,20,856,28,14223,1649,941,146,15872,1087,856,28
04/30/2020,47,418,1,17,465,18,14641,1696,958,147,16337,1105,465,18
05/01/2020,32,440,2,19,472,21,15081,1728,977,149,16809,1126,472,21
05/02/2020,17,399,5,10,416,15,15480,1745,987,154,17225,1141,416,15
05/03/2020,28,223,1,5,251,6,15703,1773,992,155,17476,1147,251,6
05/04/2020,33,342,1,19,375,20,16045,1806,1011,156,17851,1167,375,20
05/05/2020,58,342,1,12,400,13,16387,1864,1023,157,18251,1180,400,13
05/06/2020,25,431,3,14,456,17,16818,1889,1037,160,18707,1197,456,17
05/07/2020,30,435,1,19,465,20,17253,1919,1056,161,19172,1217,465,20
05/08/2020,13,545,0,12,558,12,17798,1932,1068,161,19730,1229,558,12
05/09/2020,13,348,1,8,361,9,18146,1945,1076,162,20091,1238,361,9
05/10/2020,10,215,1,8,225,9,18361,1955,1084,163,20316,1247,225,9
05/11/2020,33,219,6,9,252,15,18580,1988,1093,169,20568,1262,252,15
05/12/2020,53,249,27,9,302,36,18829,2041,1102,196,20870,1298,302,36
05/13/2020,21,429,3,13,450,16,19258,2062,1115,199,21320,1314,450,16
05/14/2020,52,376,20,8,428,28,19634,2114,1123,219,21748,1342,428,28
05/15/2020,38,401,19,8,439,27,20035,2152,1131,238,22187,1369,439,27
05/16/2020,35,305,18,8,340,26,20340,2187,1139,256,22527,1395,340,26
05/17/2020,12,215,0,11,227,11,20555,2199,1150,256,22754,1406,227,11
05/18/2020,19,260,5,8,279,13,20815,2218,1158,261,23033,1419,279,13
05/19/2020,22,269,12,13,291,25,21084,2240,1171,273,23324,1444,291,25
05/20/2020,27,354,0,17,381,17,21438,2267,1188,273,23705,1461,381,17
05/21/2020,36,277,1,12,313,13,21715,2303,1200,274,24018,1474,313,13
05/22/2020,27,444,0,8,471,8,22159,2330,1208,274,24489,1482,471,8
05/23/2020,14,217,1,5,231,6,22376,2344,1213,275,24720,1488,231,6
05/24/2020,11,261,0,9,272,9,22637,2355,1222,275,24992,1497,272,9
05/25/2020,12,301,0,10,313,10,22938,2367,1232,275,25305,1507,313,10
05/26/2020,37,170,18,6,207,24,23108,2404,1238,293,25512,1531,207,24
05/27/2020,35,253,6,7,288,13,23361,2439,1245,299,25800,1544,288,13
05/28/2020,30,319,2,9,349,11,23680,2469,1254,301,26149,1555,349,11
05/29/2020,16,480,1,5,496,6,24160,2485,1259,302,26645,1561,496,6
05/30/2020,8,303,0,7,311,7,24463,2493,1266,302,26956,1568,311,7
05/31/2020,11,143,0,1,154,1,24606,2504,1267,302,27110,1569,154,1
06/01/2020,19,201,4,10,220,14,24807,2523,1277,306,27330,1583,220,14
06/02/2020,16,233,2,3,249,5,25040,2539,1280,308,27579,1588,249,5
06/03/2020,15,293,5,3,308,8,25333,2554,1283,313,27887,1596,308,8
06/04/2020,16,267,4,5,283,9,25600,2570,1288,317,28170,1605,283,9
06/05/2020,13,229,0,4,242,4,25829,2583,1292,317,28412,1609,242,4
06/06/2020,14,154,0,6,168,6,25983,2597,1298,317,28580,1615,168,6
06/07/2020,2,132,0,2,134,2,26115,2599,1300,317,28714,1617,134,2
06/08/2020,19,165,3,2,184,5,26280,2618,1302,320,28898,1622,184,5
06/09/2020,21,113,0,2,134,2,26393,2639,1304,320,29032,1624,134,2
06/10/2020,9,120,0,1,129,1,26513,2648,1305,320,29161,1625,129,1
06/11/2020,6,234,0,6,240,6,26747,2654,1311,320,29401,1631,240,6
06/12/2020,15,223,0,5,238,5,26970,2669,1316,320,29639,1636,238,5
06/13/2020,9,116,0,1,125,1,27086,2678,1317,320,29764,1637,125,1
06/14/2020,2,134,0,1,136,1,27220,2680,1318,320,29900,1638,136,1
06/15/2020,15,129,1,4,144,5,27349,2695,1322,321,30044,1643,144,5
06/16/2020,28,225,2,10,253,12,27574,2723,1332,323,30297,1655,253,12
06/17/2020,21,234,2,3,255,5,27808,2744,1335,325,30552,1660,255,5
06/18/2020,37,313,1,5,350,6,28121,2781,1340,326,30902,1666,350,6
06/19/2020,12,169,0,2,181,2,28290,2793,1342,326,31083,1668,181,2
06/20/2020,3,203,1,2,206,3,28493,2796,1344,327,31289,1671,206,3
06/21/2020,1,142,0,2,143,2,28635,2797,1346,327,31432,1673,143,2
06/22/2020,26,176,2,3,202,5,28811,2823,1349,329,31634,1678,202,5
06/23/2020,31,226,0,1,257,1,29037,2854,1350,329,31891,1679,257,1
06/24/2020,13,249,0,2,262,2,29286,2867,1352,329,32153,1681,262,2
06/25/2020,42,288,1,2,330,3,29574,2909,1354,330,32483,1684,330,3
06/26/2020,24,264,2,3,288,5,29838,2933,1357,332,32771,1689,288,5
06/27/2020,13,285,0,3,298,3,30123,2946,1360,332,33069,1692,298,3
06/28/2020,2,168,0,4,170,4,30291,2948,1364,332,33239,1696,170,4
06/29/2020,15,204,1,5,219,6,30495,2963,1369,333,33458,1702,219,6
06/30/2020,8,285,0,5,293,5,30780,2971,1374,333,33751,1707,293,5
07/01/2020,31,369,5,5,400,10,31149,3002,1379,338,34151,1717,400,10
07/02/2020,20,348,1,3,368,4,31497,3022,1382,339,34519,1721,368,4
07/03/2020,9,287,0,4,296,4,31784,3031,1386,339,34815,1725,296,4
07/04/2020,8,220,0,2,228,2,32004,3039,1388,339,35043,1727,228,2
07/05/2020,5,181,0,1,186,1,32185,3044,1389,339,35229,1728,186,1
07/06/2020,32,360,0,4,392,4,32545,3076,1393,339,35621,1732,392,4
07/07/2020,20,337,0,4,357,4,32882,3096,1397,339,35978,1736,357,4
07/08/2020,14,400,1,5,414,6,33282,3110,1402,340,36392,1742,414,6
07/09/2020,11,623,0,6,634,6,33905,3121,1408,340,37026,1748,634,6
07/10/2020,21,432,0,4,453,4,34337,3142,1412,340,37479,1752,453,4
07/11/2020,12,366,0,7,378,7,34703,3154,1419,340,37857,1759,378,7
07/12/2020,7,365,0,2,372,2,35068,3161,1421,340,38229,1761,372,2
07/13/2020,25,401,3,2,426,5,35469,3186,1423,343,38655,1766,426,5
07/14/2020,18,398,1,10,416,11,35867,3204,1433,344,39071,1777,416,11
07/15/2020,12,588,1,4,600,5,36455,3216,1437,345,39671,1782,600,5
07/16/2020,15,573,0,2,588,2,37028,3231,1439,345,40259,1784,588,2
07/17/2020,28,504,0,5,532,5,37532,3259,1444,345,40791,1789,532,5
07/18/2020,5,364,0,4,369,4,37896,3264,1448,345,41160,1793,369,4
07/19/2020,8,424,0,4,432,4,38320,3272,1452,345,41592,1797,432,4
07/20/2020,14,549,1,5,563,6,38869,3286,1457,346,42155,1803,563,6
07/21/2020,24,601,2,4,625,6,39470,3310,1461,348,42780,1809,625,6
07/22/2020,22,588,0,9,610,9,40058,3332,1470,348,43390,1818,610,9
07/23/2020,30,694,0,4,724,4,40752,3362,1474,348,44114,1822,724,4
07/24/2020,28,776,0,7,804,7,41528,3390,1481,348,44918,1829,804,7
07/25/2020,19,565,0,6,584,6,42093,3409,1487,348,45502,1835,584,6
07/26/2020,5,195,0,2,200,2,42288,3414,1489,348,45702,1837,200,2
07/27/2020,47,835,1,1,882,2,43123,3461,1490,349,46584,1839,882,2
07/28/2020,31,466,1,3,497,4,43589,3492,1493,350,47081,1843,497,4
07/29/2020,26,443,0,4,469,4,44032,3518,1497,350,47550,1847,469,4
07/30/2020,27,571,0,7,598,7,44603,3545,1504,350,48148,1854,598,7
07/31/2020,20,537,4,2,557,6,45140,3565,1506,354,48705,1860,557,6
08/01/2020,16,419,0,1,435,1,45559,3581,1507,354,49140,1861,435,1
08/02/2020,2,248,0,0,250,0,45807,3583,1507,354,49390,1861,250,0
08/03/2020,27,504,0,1,531,1,46311,3610,1508,354,49921,1862,531,1
08/04/2020,39,509,0,1,548,1,46820,3649,1509,354,50469,1863,548,1
08/05/2020,31,383,0,1,414,1,47203,3680,1510,354,50883,1864,414,1
08/06/2020,30,417,0,3,447,3,47620,3710,1513,354,51330,1867,447,3
08/07/2020,31,427,0,4,458,4,48047,3741,1517,354,51788,1871,458,4
08/08/2020,15,291,0,4,306,4,48338,3756,1521,354,52094,1875,306,4
08/09/2020,18,280,0,3,298,3,48618,3774,1524,354,52392,1878,298,3
08/10/2020,30,264,2,2,294,4,48882,3804,1526,356,52686,1882,294,4
08/11/2020,25,219,0,2,244,2,49101,3829,1528,356,52930,1884,244,2
08/12/2020,40,421,0,3,461,3,49522,3869,1531,356,53391,1887,461,3
08/13/2020,31,374,0,1,405,1,49896,3900,1532,356,53796,1888,405,1
08/14/2020,19,263,0,3,282,3,50159,3919,1535,356,54078,1891,282,3
08/15/2020,12,345,0,1,357,1,50504,3931,1536,356,54435,1892,357,1
08/16/2020,8,168,0,0,176,0,50672,3939,1536,356,54611,1892,176,0
08/17/2020,39,231,0,1,270,1,50903,3978,1537,356,54881,1893,270,1
08/18/2020,40,278,0,2,318,2,51181,4018,1539,356,55199,1895,318,2
08/19/2020,38,340,0,5,378,5,51521,4056,1544,356,55577,1900,378,5
08/20/2020,24,368,0,6,392,6,51889,4080,1550,356,55969,1906,392,6
08/21/2020,22,288,1,1,310,2,52177,4102,1551,357,56279,1908,310,2
08/22/2020,15,257,0,3,272,3,52434,4117,1554,357,56551,1911,272,3
08/23/2020,9,190,0,1,199,1,52624,4126,1555,357,56750,1912,199,1
08/24/2020,37,279,1,1,316,2,52903,4163,1556,358,57066,1914,316,2
08/25/2020,37,214,0,3,251,3,53117,4200,1559,358,57317,1917,251,3
08/26/2020,17,349,0,9,366,9,53466,4217,1568,358,57683,1926,366,9
08/27/2020,31,403,0,8,434,8,53869,4248,1576,358,58117,1934,434,8
08/28/2020,34,283,2,6,317,8,54152,4282,1582,360,58434,1942,317,8
08/29/2020,11,214,1,3,225,4,54366,4293,1585,361,58659,1946,225,4
08/30/2020,13,177,0,2,190,2,54543,4306,1587,361,58849,1948,190,2
08/31/2020,68,300,0,6,368,6,54843,4374,1593,361,59217,1954,368,6
09/01/2020,33,201,0,4,234,4,55044,4407,1597,361,59451,1958,234,4
09/02/2020,40,273,2,3,313,5,55317,4447,1600,363,59764,1963,313,5
09/03/2020,37,358,1,4,395,5,55675,4484,1604,364,60159,1968,395,5
09/04/2020,27,299,0,7,326,7,55974,4511,1611,364,60485,1975,326,7
09/05/2020,16,265,0,1,281,1,56239,4527,1612,364,60766,1976,281,1
09/06/2020,19,228,1,1,247,2,56467,4546,1613,365,61013,1978,247,2
09/07/2020,17,176,1,2,193,3,56643,4563,1615,366,61206,1981,193,3
09/08/2020,44,271,1,3,315,4,56914,4607,1618,367,61521,1985,315,4
09/09/2020,62,200,0,5,262,5,57114,4669,1623,367,61783,1990,262,5
09/10/2020,57,309,0,4,366,4,57423,4726,1627,367,62149,1994,366,4
09/11/2020,44,367,0,9,411,9,57790,4770,1636,367,62560,2003,411,9
09/12/2020,30,430,1,1,460,2,58220,4800,1637,368,63020,2005,460,2
09/13/2020,30,372,0,1,402,1,58592,4830,1638,368,63422,2006,402,1
09/14/2020,93,352,0,1,445,1,58944,4923,1639,368,63867,2007,445,1
09/15/2020,77,416,1,7,493,8,59360,5000,1646,369,64360,2015,493,8
09/16/2020,71,435,0,3,506,3,59795,5071,1649,369,64866,2018,506,3
09/17/2020,44,581,0,1,625,1,60376,5115,1650,369,65491,2019,625,1
09/18/2020,52,603,0,4,655,4,60979,5167,1654,369,66146,2023,655,4
09/19/2020,29,475,2,3,504,5,61454,5196,1657,371,66650,2028,504,5
09/20/2020,9,537,0,1,546,1,61991,5205,1658,371,67196,2029,546,1
09/21/2020,66,588,0,4,654,4,62579,5271,1662,371,67850,2033,654,4
09/22/2020,49,572,0,3,621,3,63151,5320,1665,371,68471,2036,621,3
09/23/2020,68,584,1,7,652,8,63735,5388,1672,372,69123,2044,652,8
09/24/2020,66,644,1,4,710,5,64379,5454,1676,373,69833,2049,710,5
09/25/2020,42,596,0,6,638,6,64975,5496,1682,373,70471,2055,638,6
09/26/2020,34,574,0,4,608,4,65549,5530,1686,373,71079,2059,608,4
09/27/2020,35,440,0,2,475,2,65989,5565,1688,373,71554,2061,475,2
09/28/2020,72,482,0,5,554,5,66471,5637,1693,373,72108,2066,554,5
09/29/2020,38,492,1,5,530,6,66963,5675,1698,374,72638,2072,530,6
09/30/2020,48,668,1,9,716,10,67631,5723,1707,375,73354,2082,716,10
10/01/2020,58,678,0,3,736,3,68309,5781,1710,375,74090,2085,736,3
10/02/2020,47,634,0,4,681,4,68943,5828,1714,375,74771,2089,681,4
10/03/2020,45,524,0,2,569,2,69467,5873,1716,375,75340,2091,569,2
10/04/2020,9,523,0,5,532,5,69990,5882,1721,375,75872,2096,532,5
10/05/2020,49,579,0,8,628,8,70569,5931,1729,375,76500,2104,628,8
10/06/2020,93,716,0,6,809,6,71285,6024,1735,375,77309,2110,809,6
10/07/2020,107,819,0,6,926,6,72104,6131,1741,375,78235,2116,926,6
10/08/2020,68,789,3,8,857,11,72893,6199,1749,378,79092,2127,857,11
10/09/2020,48,1001,1,8,1049,9,73894,6247,1757,379,80141,2136,1049,9
10/10/2020,37,872,0,2,909,2,74766,6284,1759,379,81050,2138,909,2
10/11/2020,58,576,1,3,634,4,75342,6342,1762,380,81684,2142,634,4
10/12/2020,101,1095,0,4,1196,4,76437,6443,1766,380,82880,2146,1196,4
10/13/2020,95,708,1,3,803,4,77145,6538,1769,381,83683,2150,803,4
10/14/2020,89,1172,1,1,1261,2,78317,6627,1770,382,84944,2152,1261,2
10/15/2020,110,1186,1,8,1296,9,79503,6737,1778,383,86240,2161,1296,9
10/16/2020,177,1043,4,5,1220,9,80546,6914,1783,387,87460,2170,1220,9
10/17/2020,35,1018,1,12,1053,13,81564,6949,1795,388,88513,2183,1053,13
10/18/2020,86,1123,0,13,1209,13,82687,7035,1808,388,89722,2196,1209,13
10/19/2020,90,1026,0,11,1116,11,83713,7125,1819,388,90838,2207,1116,11
10/20/2020,96,1041,1,17,1137,18,84754,7221,1836,389,91975,2225,1137,18
10/21/2020,92,1479,1,15,1571,16,86233,7313,1851,390,93546,2241,1571,16
10/22/2020,86,1505,1,25,1591,26,87738,7399,1876,391,95137,2267,1591,26
10/23/2020,91,1733,3,19,1824,22,89471,7490,1895,394,96961,2289,1824,22
10/24/2020,50,1678,3,10,1728,13,91149,7540,1905,397,98689,2302,1728,13
10/25/2020,113,2237,1,26,2350,27,93386,7653,1931,398,101039,2329,2350,27
10/26/2020,135,1364,1,16,1499,17,94750,7788,1947,399,102538,2346,1499,17
10/27/2020,138,1270,2,24,1408,26,96020,7926,1971,401,103946,2372,1408,26
10/28/2020,136,1755,1,26,1891,27,97775,8062,1997,402,105837,2399,1891,27
10/29/2020,185,2444,4,25,2629,29,100219,8247,2022,406,108466,2428,2629,29
10/30/2020,90,2888,0,33,2978,33,103107,8337,2055,406,111444,2461,2978,33
10/31/2020,83,2710,0,31,2793,31,105817,8420,2086,406,114237,2492,2793,31
11/01/2020,70,2453,1,21,2523,22,108270,8490,2107,407,116760,2514,2523,22
11/02/2020,119,2646,2,32,2765,34,110916,8609,2139,409,119525,2548,2765,34
11/03/2020,131,2975,2,24,3106,26,113891,8740,2163,411,122631,2574,3106,26
11/04/2020,130,3568,1,44,3698,45,117459,8870,2207,412,126329,2619,3698,45
11/05/2020,168,3782,2,30,3950,32,121241,9038,2237,414,130279,2651,3950,32
11/06/2020,166,3841,0,28,4007,28,125082,9204,2265,414,134286,2679,4007,28
11/07/2020,67,3435,0,24,3502,24,128517,9271,2289,414,137788,2703,3502,24
11/08/2020,54,3950,0,30,4004,30,132467,9325,2319,414,141792,2733,4004,30
11/09/2020,142,3781,3,37,3923,40,136248,9467,2356,417,145715,2773,3923,40
11/10/2020,154,3920,0,56,4074,56,140168,9621,2412,417,149789,2829,4074,56
11/11/2020,259,5417,10,40,5676,50,145585,9880,2452,427,155465,2879,5676,50
11/12/2020,276,6667,1,48,6943,49,152252,10156,2500,428,162408,2928,6943,49
11/13/2020,206,5192,3,54,5398,57,157444,10362,2554,431,167806,2985,5398,57
11/14/2020,66,4399,0,39,4465,39,161843,10428,2593,431,172271,3024,4465,39
11/15/2020,90,4037,0,30,4127,30,165880,10518,2623,431,176398,3054,4127,30
11/16/2020,256,4464,5,58,4720,63,170344,10774,2681,436,181118,3117,4720,63
11/17/2020,213,5058,6,46,5271,52,175402,10987,2727,442,186389,3169,5271,52
11/18/2020,226,6185,5,53,6411,58,181587,11213,2780,447,192800,3227,6411,58
11/19/2020,163,6096,2,70,6259,72,187683,11376,2850,449,199059,3299,6259,72
11/20/2020,299,5960,2,66,6259,68,193643,11675,2916,451,205318,3367,6259,68
11/21/2020,63,4339,1,50,4402,51,197982,11738,2966,452,209720,3418,4402,51
11/22/2020,135,4352,1,41,4487,42,202334,11873,3007,453,214207,3460,4487,42
11/23/2020,325,3695,4,60,4020,64,206029,12198,3067,457,218227,3524,4020,64
11/24/2020,157,3962,3,55,4119,58,209991,12355,3122,460,222346,3582,4119,58
11/25/2020,130,6239,6,61,6369,67,216230,12485,3183,466,228715,3649,6369,67
11/26/2020,103,4523,3,78,4626,81,220753,12588,3261,469,233341,3730,4626,81
11/27/2020,138,4786,9,84,4924,93,225539,12726,3345,478,238265,3823,4924,93
11/28/2020,54,4060,0,51,4114,51,229599,12780,3396,478,242379,3874,4114,51
11/29/2020,85,4523,1,63,4608,64,234122,12865,3459,479,246987,3938,4608,64
11/30/2020,330,4753,8,70,5083,78,238875,13195,3529,487,252070,4016,5083,78
12/01/2020,183,4152,6,64,4335,70,243027,13378,3593,493,256405,4086,4335,70
12/02/2020,172,6262,4,77,6434,81,249289,13550,3670,497,262839,4167,6434,81
12/03/2020,161,5770,7,78,5931,85,255059,13711,3748,504,268770,4252,5931,85
12/04/2020,284,4534,5,48,4818,53,259593,13995,3796,509,273588,4305,4818,53
12/05/2020,131,3562,0,51,3693,51,263155,14126,3847,509,277281,4356,3693,51
12/06/2020,100,4186,1,63,4286,64,267341,14226,3910,510,281567,4420,4286,64
12/07/2020,174,3912,9,42,4086,51,271253,14400,3952,519,285653,4471,4086,51
12/08/2020,255,3486,1,62,3741,63,274739,14655,4014,520,289394,4534,3741,63
12/09/2020,223,4594,13,60,4817,73,279333,14878,4074,533,294211,4607,4817,73
12/10/2020,215,3989,7,54,4204,61,283322,15093,4128,540,298415,4668,4204,61
12/11/2020,167,3871,9,42,4038,51,287193,15260,4170,549,302453,4719,4038,51
12/12/2020,78,2705,2,37,2783,39,289898,15338,4207,551,305236,4758,2783,39
12/13/2020,71,2933,0,34,3004,34,292831,15409,4241,551,308240,4792,3004,34
12/14/2020,220,1806,9,47,2026,56,294637,15629,4288,560,310266,4848,2026,56
12/15/2020,202,2775,4,35,2977,39,297412,15831,4323,564,313243,4887,2977,39
12/16/2020,188,3447,9,35,3635,44,300859,16019,4358,573,316878,4931,3635,44
12/17/2020,164,3136,5,39,3300,44,303995,16183,4397,578,320178,4975,3300,44
12/18/2020,161,2206,5,30,2367,35,306201,16344,4427,583,322545,5010,2367,35
12/19/2020,98,2193,0,26,2291,26,308394,16442,4453,583,324836,5036,2291,26
12/20/2020,65,1961,0,9,2026,9,310355,16507,4462,583,326862,5045,2026,9
12/21/2020,259,1911,8,27,2170,35,312266,16766,4489,591,329032,5080,2170,35
12/22/2020,171,2418,5,25,2589,30,314684,16937,4514,596,331621,5110,2589,30
12/23/2020,171,2400,2,21,2571,23,317084,17108,4535,598,334192,5133,2571,23
12/24/2020,149,2641,1,32,2790,33,319725,17257,4567,599,336982,5166,2790,33
12/25/2020,51,1248,0,22,1299,22,320973,17308,4589,599,338281,5188,1299,22
12/26/2020,88,1344,1,27,1432,28,322317,17396,4616,600,339713,5216,1432,28
12/27/2020,113,1655,0,20,1768,20,323972,17509,4636,600,341481,5236,1768,20
12/28/2020,242,1216,12,18,1458,30,325188,17751,4654,612,342939,5266,1458,30
12/29/2020,170,1939,2,14,2109,16,327127,17921,4668,614,345048,5282,2109,16
12/30/2020,202,2662,3,17,2864,20,329789,18123,4685,617,347912,5302,2864,20
12/31/2020,219,2606,4,27,2825,31,332395,18342,4712,621,350737,5333,2825,31
01/01/2021,56,1855,0,21,1911,21,334250,18398,4733,621,352648,5354,1911,21
01/02/2021,96,1826,0,19,1922,19,336076,18494,4752,621,354570,5373,1922,19
01/03/2021,116,1951,1,14,2067,15,338027,18610,4766,622,356637,5388,2067,15
01/04/2021,220,1453,7,21,1673,28,339480,18830,4787,629,358310,5416,1673,28
01/05/2021,263,1953,1,9,2216,10,341433,19093,4796,630,360526,5426,2216,10
01/06/2021,259,3216,2,26,3475,28,344649,19352,4822,632,364001,5454,3475,28
01/07/2021,178,3033,1,26,3211,27,347682,19530,4848,633,367212,5481,3211,27
01/08/2021,188,2766,0,25,2954,25,350448,19718,4873,633,370166,5506,2954,25
01/09/2021,179,2040,0,19,2219,19,352488,19897,4892,633,372385,5525,2219,19
01/10/2021,59,1615,0,16,1674,16,354103,19956,4908,633,374059,5541,1674,16
01/11/2021,224,1410,7,19,1634,26,355513,20180,4927,640,375693,5567,1634,26
01/12/2021,235,2198,4,18,2433,22,357711,20415,4945,644,378126,5589,2433,22
01/13/2021,291,2091,1,27,2382,28,359802,20706,4972,645,380508,5617,2382,28
01/14/2021,162,1984,0,21,2146,21,361786,20868,4993,645,382654,5638,2146,21
01/15/2021,194,1899,2,20,2093,22,363685,21062,5013,647,384747,5660,2093,22
01/16/2021,89,1477,1,15,1566,16,365162,21151,5028,648,386313,5676,1566,16
01/17/2021,66,901,0,14,967,14,366063,21217,5042,648,387280,5690,967,14
01/18/2021,145,1552,0,15,1697,15,367615,21362,5057,648,388977,5705,1697,15
01/19/2021,211,1244,6,14,1455,20,368859,21573,5071,654,390432,5725,1455,20
01/20/2021,223,1851,2,19,2074,21,370710,21796,5090,656,392506,5746,2074,21
01/21/2021,158,1669,0,11,1827,11,372379,21954,5101,656,394333,5757,1827,11
01/22/2021,138,1800,2,15,1938,17,374179,22092,5116,658,396271,5774,1938,17
01/23/2021,95,1277,0,12,1372,12,375456,22187,5128,658,397643,5786,1372,12
01/24/2021,91,1131,0,3,1222,3,376587,22278,5131,658,398865,5789,1222,3
01/25/2021,158,853,2,18,1011,20,377440,22436,5149,660,399876,5809,1011,20
01/26/2021,136,1365,0,11,1501,11,378805,22572,5160,660,401377,5820,1501,11
01/27/2021,124,1451,1,13,1575,14,380256,22696,5173,661,402952,5834,1575,14
01/28/2021,156,1518,2,6,1674,8,381774,22852,5179,663,404626,5842,1674,8
01/29/2021,162,1395,0,6,1557,6,383169,23014,5185,663,406183,5848,1557,6
01/30/2021,95,1115,0,16,1210,16,384284,23109,5201,663,407393,5864,1210,16
01/31/2021,66,848,0,1,914,1,385132,23175,5202,663,408307,5865,914,1
02/01/2021,196,736,1,5,932,6,385868,23371,5207,664,409239,5871,932,6
02/02/2021,220,1212,0,9,1432,9,387080,23591,5216,664,410671,5880,1432,9
02/03/2021,171,1411,0,19,1582,19,388491,23762,5235,664,412253,5899,1582,19
02/04/2021,189,1733,4,12,1922,16,390224,23951,5247,668,414175,5915,1922,16
02/05/2021,171,1198,1,5,1369,6,391422,24122,5252,669,415544,5921,1369,6
02/06/2021,111,990,0,8,1101,8,392412,24233,5260,669,416645,5929,1101,8
02/07/2021,122,732,0,4,854,4,393144,24355,5264,669,417499,5933,854,4
02/08/2021,136,701,2,5,837,7,393845,24491,5269,671,418336,5940,837,7
02/09/2021,145,1055,0,5,1200,5,394900,24636,5274,671,419536,5945,1200,5
02/10/2021,95,1448,3,10,1543,13,396348,24731,5284,674,421079,5958,1543,13
02/11/2021,144,1308,1,2,1452,3,397656,24875,5286,675,422531,5961,1452,3
02/12/2021,110,1048,1,4,1158,5,398704,24985,5290,676,423689,5966,1158,5
02/13/2021,70,777,0,5,847,5,399481,25055,5295,676,424536,5971,847,5
02/14/2021,84,550,0,2,634,2,400031,25139,5297,676,425170,5973,634,2
02/15/2021,123,501,0,2,624,2,400532,25262,5299,676,425794,5975,624,2
02/16/2021,165,952,4,3,1117,7,401484,25427,5302,680,426911,5982,1117,7
02/17/2021,146,1124,2,6,1270,8,402608,25573,5308,682,428181,5990,1270,8
02/18/2021,114,1147,1,12,1261,13,403755,25687,5320,683,429442,6003,1261,13
02/19/2021,147,948,0,4,1095,4,404703,25834,5324,683,430537,6007,1095,4
02/20/2021,74,863,0,6,937,6,405566,25908,5330,683,431474,6013,937,6
02/21/2021,57,654,1,1,711,2,406220,25965,5331,684,432185,6015,711,2
02/22/2021,179,876,3,2,1055,5,407096,26144,5333,687,433240,6020,1055,5
02/23/2021,160,1166,1,6,1326,7,408262,26304,5339,688,434566,6027,1326,7
