ReportedDate,NumProbable,NumConfirmed,NumProbDead,NumConfDead,TotalCases,TotalDead,CumConfirmed,CumProbable,CumConfDead,CumProbDead,TotalCumCases,TotalCumDead,DailyChangeCases,DailyChangeDead
02/24/2021,147,1193,0,3,1340,3,409455,26451,5342,688,435906,6030,1340,3
02/25/2021,141,1186,0,10,1327,10,410641,26592,5352,688,437233,6040,1327,10
02/26/2021,159,943,0,4,1102,4,411584,26751,5356,688,438335,6044,1102,4
02/27/2021,75,834,0,2,909,2,412418,26826,5358,688,439244,6046,909,2
02/28/2021,62,641,0,5,703,5,413059,26888,5363,688,439947,6051,703,5
03/01/2021,182,691,2,2,873,4,413750,27070,5365,690,440820,6055,873,4
03/02/2021,184,997,0,3,1181,3,414747,27254,5368,690,442001,6058,1181,3
03/03/2021,121,1184,2,6,1305,8,415931,27375,5374,692,443306,6066,1305,8
03/04/2021,123,1078,1,7,1201,8,417009,27498,5381,693,444507,6074,1201,8
03/05/2021,90,921,0,3,1011,3,417930,27588,5384,693,445518,6077,1011,3
03/06/2021,63,834,0,4,897,4,418764,27651,5388,693,446415,6081,897,4
03/07/2021,69,583,0,3,652,3,419347,27720,5391,693,447067,6084,652,3
03/08/2021,199,620,1,2,819,3,419967,27919,5393,694,447886,6087,819,3
03/09/2021,114,924,0,8,1038,8,420891,28033,5401,694,448924,6095,1038,8
03/10/2021,146,1095,1,9,1241,10,421986,28179,5410,695,450165,6105,1241,10
03/11/2021,141,1115,0,4,1256,4,423101,28320,5414,695,451421,6109,1256,4
03/12/2021,116,1156,2,3,1272,5,424257,28436,5417,697,452693,6114,1272,5
03/13/2021,51,1054,0,5,1105,5,425311,28487,5422,697,453798,6119,1105,5
03/14/2021,28,328,0,3,356,3,425639,28515,5425,697,454154,6122,356,3
03/15/2021,91,233,2,1,324,3,425872,28606,5426,699,454478,6125,324,3
03/16/2021,142,657,0,2,799,2,426529,28748,5428,699,455277,6127,799,2
03/17/2021,129,1229,1,4,1358,5,427758,28877,5432,700,456635,6132,1358,5
03/18/2021,125,1629,0,10,1754,10,429387,29002,5442,700,458389,6142,1754,10
03/19/2021,147,1145,0,5,1292,5,430532,29149,5447,700,459681,6147,1292,5
03/20/2021,89,809,0,1,898,1,431341,29238,5448,700,460579,6148,898,1
03/21/2021,64,208,0,0,272,0,431549,29302,5448,700,460851,6148,272,0
03/22/2021,168,1123,0,4,1291,4,432672,29470,5452,700,462142,6152,1291,4
03/23/2021,143,1055,0,2,1198,2,433727,29613,5454,700,463340,6154,1198,2
03/24/2021,156,1131,3,4,1287,7,434858,29769,5458,703,464627,6161,1287,7
03/25/2021,139,1235,1,4,1374,5,436093,29908,5462,704,466001,6166,1374,5
03/26/2021,121,1153,0,2,1274,2,437246,30029,5464,704,467275,6168,1274,2
03/27/2021,89,980,0,5,1069,5,438226,30118,5469,704,468344,6173,1069,5
03/28/2021,94,743,0,1,837,1,438969,30212,5470,704,469181,6174,837,1
03/29/2021,177,977,2,5,1154,7,439946,30389,5475,706,470335,6181,1154,7
03/30/2021,169,1213,4,4,1382,8,441159,30558,5479,710,471717,6189,1382,8
03/31/2021,202,1472,3,8,1674,11,442631,30760,5487,713,473391,6200,1674,11
04/01/2021,171,1527,1,9,1698,10,444158,30931,5496,714,475089,6210,1698,10
04/02/2021,135,1424,0,6,1559,6,445582,31066,5502,714,476648,6216,1559,6
04/03/2021,120,1356,0,5,1476,5,446938,31186,5507,714,478124,6221,1476,5
04/04/2021,72,907,0,4,979,4,447845,31258,5511,714,479103,6225,979,4
04/05/2021,169,863,1,5,1032,6,448708,31427,5516,715,480135,6231,1032,6
04/06/2021,202,1818,0,8,2020,8,450526,31629,5524,715,482155,6239,2020,8
04/07/2021,179,1683,0,5,1862,5,452209,31808,5529,715,484017,6244,1862,5
04/08/2021,178,1713,2,8,1891,10,453922,31986,5537,717,485908,6254,1891,10
04/09/2021,181,1488,0,9,1669,9,455410,32167,5546,717,487577,6263,1669,9
04/10/2021,96,1282,0,3,1378,3,456692,32263,5549,717,488955,6266,1378,3
04/11/2021,89,903,0,4,992,4,457595,32352,5553,717,489947,6270,992,4
04/12/2021,187,1501,0,7,1688,7,459096,32539,5560,717,491635,6277,1688,7
04/13/2021,211,1632,0,12,1843,12,460728,32750,5572,717,493478,6289,1843,12
04/14/2021,161,1514,2,14,1675,16,462242,32911,5586,719,495153,6305,1675,16
04/15/2021,151,1911,0,6,2062,6,464153,33062,5592,719,497215,6311,2062,6
04/16/2021,152,1420,2,7,1572,9,465573,33214,5599,721,498787,6320,1572,9
04/17/2021,93,1333,0,7,1426,7,466906,33307,5606,721,500213,6327,1426,7
04/18/2021,80,831,0,3,911,3,467737,33387,5609,721,501124,6330,911,3
04/19/2021,215,1543,3,11,1758,14,469280,33602,5620,724,502882,6344,1758,14
04/20/2021,153,1558,0,6,1711,6,470838,33755,5626,724,504593,6350,1711,6
04/21/2021,189,2208,5,8,2397,13,473046,33944,5634,729,506990,6363,2397,13
04/22/2021,176,1742,1,16,1918,17,474788,34120,5650,730,508908,6380,1918,17
04/23/2021,179,1707,2,13,1886,15,476495,34299,5663,732,510794,6395,1886,15
04/24/2021,102,1622,0,8,1724,8,478117,34401,5671,732,512518,6403,1724,8
04/25/2021,63,934,0,9,997,9,479051,34464,5680,732,513515,6412,997,9
04/26/2021,216,1312,1,5,1528,6,480363,34680,5685,733,515043,6418,1528,6
04/27/2021,205,1631,1,8,1836,9,481994,34885,5693,734,516879,6427,1836,9
04/28/2021,215,1959,2,8,2174,10,483953,35100,5701,736,519053,6437,2174,10
04/29/2021,167,1674,1,6,1841,7,485627,35267,5707,737,520894,6444,1841,7
04/30/2021,194,1710,2,12,1904,14,487337,35461,5719,739,522798,6458,1904,14
05/01/2021,108,1058,0,5,1166,5,488395,35569,5724,739,523964,6463,1166,5
05/02/2021,79,893,0,2,972,2,489288,35648,5726,739,524936,6465,972,2
05/03/2021,265,1173,1,11,1438,12,490461,35913,5737,740,526374,6477,1438,12
05/04/2021,171,1362,0,12,1533,12,491823,36084,5749,740,527907,6489,1533,12
05/05/2021,136,1321,4,12,1457,16,493144,36220,5761,744,529364,6505,1457,16
05/06/2021,152,1248,0,3,1400,3,494392,36372,5764,744,530764,6508,1400,3
05/07/2021,121,1321,0,9,1442,9,495713,36493,5773,744,532206,6517,1442,9
05/08/2021,65,1041,0,10,1106,10,496754,36558,5783,744,533312,6527,1106,10
05/09/2021,27,833,0,8,860,8,497587,36585,5791,744,534172,6535,860,8
05/10/2021,147,776,0,13,923,13,498363,36732,5804,744,535095,6548,923,13
05/11/2021,118,1153,2,12,1271,14,499516,36850,5816,746,536366,6562,1271,14
05/12/2021,110,1949,1,15,2059,16,501465,36960,5831,747,538425,6578,2059,16
05/13/2021,88,1091,0,11,1179,11,502556,37048,5842,747,539604,6589,1179,11
05/14/2021,97,872,1,7,969,8,503428,37145,5849,748,540573,6597,969,8
05/15/2021,45,594,0,2,639,2,504022,37190,5851,748,541212,6599,639,2
05/16/2021,53,742,0,7,795,7,504764,37243,5858,748,542007,6606,795,7
05/17/2021,98,574,1,8,672,9,505338,37341,5866,749,542679,6615,672,9
05/18/2021,97,947,2,10,1044,12,506285,37438,5876,751,543723,6627,1044,12
